표준버스정류장ID,버스정류장ARS번호,역명
121900147,22925,현대캐피탈
121900148,22928,방배열린문화센터.가야치과병원
121900149,22929,카페골목입구
121900150,22930,원불교
121900151,22931,신한은행
121900152,22932,노인정
121900153,22933,뉴코아백화점
121900154,22934,하나은행
121900155,22938,HCN서초방송
121900156,22940,서울교대
121900157,22942,유경약국
121900158,22945,서초1동주민센터
121900159,22947,남부시장
121900160,22950,롯데캐슬헤론아파트
121900161,22956,서래마을입구
121900162,22961,서초문화예술정보학교후문
121900163,22962,송동마을.서초힐스아파트
121900164,22963,효성빌라
121900165,22966,방배중학교
121900166,22968,필리핀대사관
121900167,22970,방배4동성당
121900168,22972,함지박사거리
121900169,22973,구룡사입구
121900170,22975,서문여고
121900171,22976,카페골목입구
121900172,22979,서울교통공사
121900173,22980,서초구청맞은편
121900174,22982,서초롯데캐슬프레지던트아파트
121900175,22984,불교TV.서초어린이집
121900176,22985,구룡사거리
121900177,22986,서이초등학교
121900178,22877,오거리
121900179,22987,서울고사거리
121900180,22989,사당역12번출구
121900182,22992,더미켈란아파트
121900183,22993,서울성모병원.서울지방조달청
121900184,22994,아크로비스타
121900186,22876,더케이호텔후문
121900187,22874,무지개아파트후문
121900188,22873,방배역
121900189,22872,반포2동주민센터
121900190,22871,매헌초교
121900191,22870,서초역4번출구
121900192,22869,우성아파트사거리
121900193,22868,황실자이아파트
121900194,22867,더케이호텔정문
121900195,22864,경남상가
121900196,22863,서초구청
121900197,22862,언남중고교
121900198,22859,강남역.삼성전자
121900199,22858,문화예술공원
121900200,22856,서울고사거리
121900201,22855,호남고속.신세계
121900202,22854,외교안보연구원.서초구청
121900203,22850,강남역.서초초교앞
121900204,22849,사당역
121900205,22848,오거리
121900206,22847,kt연구소
121900207,22845,롯데칠성
121900208,22844,미켈란아파트
121900209,22843,한신2차정문
121900210,22838,교보타워앞
121900211,22836,내방역1번출구
121900212,22832,서초고후문
121900213,22807,한신2차후문
121900214,22776,대교방송
121900215,22759,남부터미널.기쁨병원
121900216,22742,서초경찰서
121900217,22694,2호선교대역7번출구
121900218,22631,교보사거리
121900220,22596,롯데캐슬클래식
121900221,22595,대법원
121900222,22910,서초1동사무소
121900223,22446,KEB하나은행
121900224,22459,현대아파트.한국상담대학원대학교
121900225,22842,서울시인재개발원
121900226,22419,남부터미널
121900227,22463,신동아아파트정문
121900228,22865,제약회관
121900230,22890,남부터미널.기쁨병원
121900231,22895,예술의전당
121900232,22899,신중초등학교
121900233,22908,남부터미널.한일시멘트
121900234,22912,방배빌딩
121900235,22916,삼환아파트
121900236,22923,상문고등학교.수표교교회
121900237,22935,청호나이스
121900238,22983,대검찰청.서초경찰서
121900239,22866,진흥아파트
121900240,22875,유원아파트
121900241,22594,경원중학교
121900242,22589,매일상가
121900243,22840,잠원역
121900244,22852,경원중학교
121900245,22572,반포1동성당
121900246,22587,논현역
121900248,22990,삼성래미안.이수역방향
121900250,22518,서래마을.서래글로벌빌리지센터
121900251,22520,경부고속터미널
121900252,22543,서래마을입구
121900253,22861,반포종합운동장
121900254,22959,서래마을.서래글로벌빌리지센터
121900255,22365,강남의림한방병원
121900258,22937,이수역2번출구
121900259,22436,방배1동주민센터.방배아크로타워
121900260,22487,방배브라운가아파트
121900261,22586,방일초등학교
121900262,22599,내방역
121900263,22593,서울교통공사
121900264,22981,방배역3번출구
121900265,22570,주택단지
121900266,22429,방배래미안타워
121900267,22442,연세사랑병원
121900269,22516,방배역.백석대
121900270,22530,대우효령아파트
121900271,22891,경남아파트
121900273,22427,교육개발원입구사거리
121900274,22515,삽준네마을
121900277,22835,우성아파트
121900278,22936,코오롱아파트
121900279,22946,삽준네마을
121900280,22949,교총회관
121900281,22592,예술의전당
121900284,22449,더케이호텔정문
121900286,22448,예비군훈련장
121900287,22461,신흥마을입구
121900288,22434,헌인릉.꽃시장
121900290,22585,일동제약
121900291,22743,원불교
121900292,22584,원불교
121900293,22841,동원산업
121900294,22583,서초푸르지오써밋
121900295,22582,종로교회
121900296,22581,국립국악원
121900298,22553,일동제약
121900299,22096,서울추모공원
121900300,22099,서울추모공원
121900301,22098,양재동화물터미널
121900302,22097,양재동화물터미널
121900303,22025,아리랑TV.국립국악원
121900304,22785,서초호반써밋
121900305,22657,서초힐스아파트
121900306,22656,LH3.4단지
121900307,22655,LH5단지
121900308,22512,언남초등학교
121900309,22521,서초더샵포레
121900310,22504,서초포레스타3단지정문
121900311,22506,서초포레스타3단지정문
121900312,22519,언남초등학교
121900313,22526,서초더샵포레
121900314,22819,방배반딧불센터
121900315,22939,서초포레스타3단지후문
121900316,22614,서초포레스타3단지후문
121900317,22068,서초포레스타5단지정문
121900318,22609,서초포레스타5단지정문
121900319,22591,청계산입구역
121900320,22598,청계산입구역
121900321,22547,여의3교
121900322,22573,여의3교
121900323,22911,양재시민의숲매헌역입구
121900324,22528,양재시민의숲매헌역입구
121900325,22927,본마을노인복지센터
121900326,22926,본마을노인복지센터
121900327,22613,서초호반써밋
121900328,22615,서초힐스아파트
121900329,22616,LH3.4단지
121900330,22124,추모공원입구
121900331,22095,서초종합체육관
121900332,22860,반포종합운동장
121900333,22369,염곡동구룡사
121900334,22969,서초고후문
122000001,23101,신사중학교
122000002,23102,신사중학교
122000003,23103,광림교회.현대고등학교
122000004,23104,광림교회.현대고등학교
122000005,23105,압구정역4번출구
122000006,23106,국민은행
122000007,23107,신사동고개
122000008,23108,신사사거리.가로수길
122000009,23109,신사역사거리
122000010,23110,신사동사거리.신사역
122000011,23111,신사사거리
122000012,23112,신사동고개
122000013,23113,강남을지병원
122000014,23114,학동역
122000015,23115,논현동사거리.학동역
122000016,23116,영동시장
122000017,23117,영동시장
122000018,23118,논현동사거리.학동역
122000019,23119,논현동고개
122000020,23120,삼정호텔
122000021,23121,신논현역
122000022,23122,교보타워
122000023,23123,영동시장논현역
122000024,23124,언북중학교입구
122000025,23125,제일은행.호림아트센터앞
122000026,23126,영동119안전센터
122000027,23127,강남구청역
122000028,23128,강남구청역
122000029,23129,세관앞
122000030,23130,서울세관
122000031,23131,서울세관
122000032,23132,학동역
122000033,23133,강남을지병원
122000034,23134,세관앞
122000035,23135,강남구청역
122000036,23136,한국토지주택공사앞
122000037,23137,선정릉역1번출구.시니어플라자
122000038,23138,아크로힐스논현
122000039,23139,논현아이파크
122000040,23140,임페리얼팰리스호텔.워터게이트빌딩
122000041,23141,임피리얼팰리스호텔워터게이트
122000042,23142,논현아이파크
122000043,23143,국민은행논현동지점
122000044,23144,언주역4번출구.차병원사거리
122000045,23145,언주역3번출구
122000046,23146,논현고개
122000047,23147,서울세관사거리
122000048,23148,현대아파트
122000049,23149,현대아파트
122000050,23151,신사동교회
122000051,23152,도산공원.호림아트센터앞
122000052,23153,신구중학교
122000053,23154,압구정중고등학교.현대아파트
122000054,23156,압구정파출소
122000055,23157,압구정파출소
122000056,23158,한양아파트.압구정로데오역
122000057,23159,한양아파트.압구정로데오역
122000058,23160,일지아트홀
122000059,23161,씨네시티앞
122000060,23162,도산공원
122000061,23163,신구중학교
122000062,23164,성수대교남단.현대아파트
122000063,23165,청담초등학교
122000064,23166,프리마호텔
122000065,23167,프리마호텔
122000066,23168,영동교입구.청담자이아파트
122000067,23169,영동교입구
122000068,23170,청담역.경기고교
122000069,23171,우리은행청담지점.청담삼익아파트
122000070,23172,청담역.경기고교
122000071,23173,진흥아파트
122000072,23174,청담천주교회
122000073,23175,청담2치안센터
122000074,23176,강남구청.강남세무서
122000075,23177,청담동래미안아파트
122000076,23178,강남구청역
122000077,23180,농협앞
122000078,23181,일지아트홀.압구정동노인복지센터
122000079,23182,청담초등학교앞
122000080,23183,청담2치안센터
122000081,23184,청담동성당앞
122000082,23185,차병원차움
122000083,23186,진흥아파트청담역
122000084,23187,청담역.경기고교
122000085,23188,청담역.경기고교
122000086,23189,봉은사.삼성1파출소앞
122000087,23190,봉은사.코엑스북문
122000088,23191,봉은사.코엑스북문
122000089,23192,봉은사역3번출구.삼성1파출소
122000090,23193,봉은사역5번출구.광동한방병원
122000091,23194,노블발렌티웨딩홀
122000092,23195,서울의료원강남분원
122000093,23196,강남경찰서면허시험장
122000094,23197,삼성역7번출구
122000095,23198,무역센타
122000096,23199,무역센터
122000098,23201,한국무역센터.삼성역
122000099,23202,포스코사거리
122000100,23203,한별구립어린이집
122000101,23204,센트럴아이파크.강남구도시관리공단
122000102,23205,삼성동서광아파트
122000103,23206,강남구청.강남세무서
122000104,23207,청담역
122000105,23208,센트럴아이파크.강남구도시관리공단
122000106,23209,한별구립어린이집
122000107,23210,삼성중앙역.플래티넘아파트
122000108,23211,삼성중앙역.플래티넘아파트
122000109,23212,삼성2문화센터
122000110,23213,라마다서울호텔앞
122000111,23214,선릉역.선정릉정문
122000112,23215,선정릉역.무형문화재전수회관
122000113,23216,한국토지주택공사앞
122000114,23217,포스코건너편
122000115,23218,선릉역
122000116,23219,도곡역2번출구.동부센트레빌
122000117,23220,중대부고
122000118,23221,단대부고.대치아이파크아파트
122000119,23222,한티역3번출구.서울강남고용노동지청
122000120,23223,삼성아파트입구
122000121,23224,농협대치지점
122000122,23225,대치SKVIEW아파트.서울교회
122000123,23226,대치역1번출구
122000124,23227,래미안대치팰리스
122000125,23228,도곡역3번출구
122000126,23229,대치동우성아파트
122000127,23230,대치역8번출구
122000128,23231,대치역7번출구
122000129,23232,그랑프리백화점
122000130,23233,은마아파트
122000131,23234,은마파출소
122000132,23235,은마아파트
122000133,23236,대치동은마아파트
122000134,23237,은마아파트
122000135,23238,대치동미도아파트
122000136,23239,대치역6번출구.강남구민회관
122000137,23240,쌍용아파트
122000139,23242,삼성역
122000140,23243,강남경찰서.강남운전면허시험장
122000141,23244,삼성역
122000142,23245,휘문고.대치2동주민센터
122000143,23246,래미안하이스턴.대치순복음교회
122000144,23247,대치현대아파트
122000145,23248,휘문중고등학교
122000146,23249,휘문중고등학교
122000147,23250,대치사거리
122000148,23251,무역센터.삼성역
122000149,23252,한티역
122000150,23253,도성초등학교
122000151,23254,도성초교사거리
122000152,23255,영동농협풍림아이원아파트
122000153,23256,영동농협풍림아이원아파트
122000154,23257,도성초교사거리
122000155,23258,진선여자중고등학교
122000156,23259,선릉역
122000157,23260,포스코빌딩
122000158,23261,하나은행
122000159,23262,대치동현대아파트
122000160,23263,은마아파트입구사거리
122000161,23264,도곡초등학교
122000162,23265,한티역2번출구.서울강남고용노동지청
122000163,23266,신논현역
122000164,23267,삼정호텔앞
122000165,23268,차병원
122000166,23269,차병원
122000167,23270,언주역5번출구.차병원사거리
122000168,23271,스포월드.라움아트센터
122000169,23272,스포월드.라움아트센터
122000170,23273,아크로힐스논현
122000171,23274,선정릉역4번출구.시니어플라자
122000172,23275,선정릉역.무형문화재전수회관
122000173,23276,선릉역
122000174,23277,서울상록회관.한국기술센터
122000175,23278,KT강남지사
122000176,23279,KT강남지사
122000177,23280,아가방빌딩.하나은행
122000178,23281,역삼역.GS타워
122000179,23282,역삼역
122000180,23283,역삼역
122000181,23284,강남역12번출구
122000182,23285,강남역
122000183,23286,신논현역.구교보타워사거리
122000184,23287,강남역.역삼세무서
122000185,23288,역삼역.포스코타워역삼
122000186,23289,영동중앙교회
122000187,23291,역삼럭키아파트.역삼월드메르디앙아파트
122000188,23292,역삼초등학교
122000189,23293,역삼초등학교
122000190,23294,뱅뱅사거리.역삼동
122000191,23295,역삼초등학교
122000192,23296,역삼2동주민센터.대림역삼아파트
122000193,23297,래미안그레이튼아파트
122000194,23298,역삼자이아파트
122000195,23299,역삼동성당.역삼자이아파트
122000196,23300,역삼동개나리아파트
122000197,23301,역삼동개나리아파트
122000198,23302,총지사
122000199,23303,총지사
122000200,23304,영동중앙교회
122000201,23305,한서병원
122000202,23306,한국자산신탁.르네상스호텔
122000203,23307,진선여자중고등학교
122000204,23308,역삼e-편한세상이아파트
122000205,23309,한티역
122000206,23310,한티역7번출구
122000207,23311,역삼중학교.강남세브란스병원
122000208,23312,도곡1차아이파크.역삼청소년수련관
122000209,23313,총지사
122000210,23314,도곡1동주민센터.역삼럭키아파트
122000211,23315,도곡1차아이파크.도곡중학교
122000212,23316,매봉삼성아파트SK리더스뷰
122000213,23317,매봉역양재최의원
122000214,23318,양재역말죽거리.강남베드로병원
122000215,23319,뱅뱅사거리.구영동중학교
122000217,23321,뱅뱅사거리뱅뱅프라자
122000218,23322,원불교앞
122000219,23323,매봉역
122000220,23324,도곡개포한신아파트
122000221,23325,도곡동개포한신아파트
122000222,23326,우성캐릭터빌아파트
122000223,23327,군인공제회관
122000225,23329,숙명여고
122000226,23330,도곡렉슬아파트.강남세브란스병원
122000227,23331,한티역6번출구
122000228,23332,도곡렉슬아파트정문
122000229,23333,중대부고앞
122000230,23334,구룡중학교앞
122000231,23335,개포고등학교앞
122000232,23336,개포1단지
122000233,23337,개포주공1단지
122000234,23338,개포파크빌리지
122000235,23339,하나은행사거리
122000236,23340,현대아파트경남아파트
122000237,23341,우성3차아파트
122000238,23342,개일초등학교앞
122000239,23343,개포고등학교
122000240,23344,개포1단지연금매장
122000241,23345,래미안블레스티지아파트
122000242,23346,개포도서관
122000243,23347,수도전기공고후문
122000244,23348,수도전기공고후문
122000245,23349,디에이치아너힐즈
122000246,23350,주공4단지
122000247,23351,경기여고
122000248,23352,개포동역.개포시장
122000249,23353,개포주공5단지경기여고
122000250,23354,개포동역.개포시장
122000251,23355,개포시장.개포5단지상가
122000252,23356,개포시장.개포5단지상가
122000253,23357,양전초등학교
122000254,23358,개포6단지앞
122000255,23359,공무원아파트
122000256,23360,개원중학교
122000257,23361,개포주공7단지앞
122000258,23362,연금매점
122000259,23363,현대아파트
122000260,23364,개포래미안포레스트
122000261,23365,능인선원앞
122000262,23366,구룡산입구
122000263,23367,능인선원앞
122000264,23368,구룡사입구
122000265,23369,국악고교사거리
122000266,23370,삼호물산
122000267,23371,구룡초등학교
122000268,23372,광수빌딩
122000269,23373,국민은행그린공원
122000270,23374,포이사거리삼호물산
122000271,23375,포이사거리삼호물산
122000272,23376,국민은행그린공원
122000273,23377,광수빌딩
122000274,23378,개포4동주민센터개포지구대
122000275,23379,구룡초등학교
122000276,23380,수서삼성아파트앞
122000277,23381,일원본동주민센터
122000278,23382,푸른마을아파트앞
122000279,23383,상록수아파트앞
122000280,23384,일원본동주민센터
122000281,23385,수서119안전센터앞
122000282,23386,삼성서울병원정문
122000283,23387,삼성서울병원정문건너편
122000284,23388,일원역
122000285,23389,삼성서울병원후문
122000286,23981,삼성서울병원사거리
122000287,23994,일원주유소.삼성서울병원후문
122000288,23392,삼성서울병원사거리
122000291,23395,대치아파트
122000293,23397,대청역
122000294,23401,수서역현대벤쳐빌
122000295,23402,수서역
122000296,23403,수서역KT수서지점
122000297,23404,수서역KT수서지점
122000299,23406,궁마을
122000300,23407,궁마을
122000301,23408,수서역
122000302,23409,수서역5번.출구
122000303,23410,수서역.로즈데일빌딩
122000304,23411,세곡문화복지회관
122000305,23412,은곡마을.LH이편한세상
122000306,23413,강남신동아파밀리에1단지
122000307,23414,대왕초등학교
122000309,23416,세곡동
122000310,23417,광연자동차학원앞
122000311,23418,삼일자동차학원.강남자동차검사소
122000312,23419,삼일자동차학원.강남자동차검사소
122000313,23420,광연자동차학원앞
122000314,23421,세곡동
122000315,23422,세곡동사거리
122000316,23423,방죽마을
122000317,23424,래미안포레아파트
122000318,23425,쟁골마을
122000319,23426,쟁골마을
122000320,23427,래미안포레아파트
122000321,23428,방죽마을
122000322,23429,압구정역3번출구
122000323,23430,국민은행압구정지점
122000324,23431,언주역2번출구.차병원사거리
122000325,23432,영동고교앞
122000326,23433,개포우성6차아파트
122000327,23435,탄천교
122000328,23436,우성아파트
122000330,23438,삼성역
122000333,23445,개포우성아파트
122000337,23449,일원동한솔아파트
122000338,23450,시립수서청소년수련관
122000340,23453,포스코사거리
122000342,23456,그랑프리백화점
122000343,23457,개포중학교
122000344,23458,구룡마을
122000345,23459,개포주공1단지아파트
122000346,23462,영희초등학교
122000348,23465,태화기독교사회복지관
122000349,23466,개포도서관
122000351,23468,도곡교회.인바디빌딩
122000352,23469,강남세브란스병원
122000353,23470,도곡교회.인바디빌딩.건너
122000355,23472,도곡중학교.강남세브란스병원
122000356,23473,강남경찰서.강남운전면허시험장
122000357,23474,수도공고앞
122000358,23475,개포4단지5단지
122000359,23476,개포4단지6단지
122000360,23477,개포4단지7단지
122000362,23479,개포동역
122000364,23481,경남아파트
122000365,23483,구룡역
122000366,23484,구룡역
122000368,23488,럭키아파트
122000370,23491,수도공고
122000371,23492,개포4단지6단지
122000372,23493,개포4단지5단지
122000381,23504,도곡한신아파트
122000382,23505,현대1차우성아파트
122000384,23507,영동고등학교현대아파트
122000385,23508,개포4단지7단지
122000386,23509,총회회관.휘문고입구
122000387,23510,예림당아트홀.신한은행전산센터
122000388,23511,새마을운동중앙회
122000389,23512,총지사
122000390,23513,신한은행데이터센터
122000391,23514,포스코사거리
122000392,23515,우성3차아파트
122000393,23516,우성6차아파트
122000394,23517,포이초교
122000395,23518,국악중고교
122000396,23519,풍양빌딩
122000397,23520,코원에너지서비스
122000398,23521,코원에너지서비스
122000399,23522,현대1차우성아파트
122000400,23523,포스코사거리
122000401,23524,국민은행그린공원
122000402,23525,삼익아파트앞
122000403,23526,래미안포레아파트
122000404,23527,래미안포레아파트
122000408,23531,한남대교전망카페
122000503,23698,도곡2동주민센터대치중학교
122000524,23720,도곡2동주민센터대치중학교
122000544,23749,매봉역입구
122000614,23617,신분당선.강남역4번출구
122000616,23641,신논현역
122000640,23398,마루공원
122000641,23399,대청초등학교
122000642,23400,일원1동주민센터
122000643,23500,학여울역
122000644,23501,학여울역
122000645,23241,선릉역
122000651,23155,도산공원사거리
122000664,23434,은곡마을진입로
122000665,23200,강남보건소.강남구립국제교육원
122000666,23290,강남보건소.강남구립국제교육원
122000673,23439,세곡푸르지오
122000674,23437,세곡푸르지오
122000675,23537,은곡마을.강남신동아파밀리에
122000686,23463,못골마을.LH강남아이파크
122000687,23464,못골마을
122000688,23480,세곡푸르지오
122000689,23482,세곡푸르지오
122000690,23448,세곡중학교.세명초등학교
122000691,23447,세곡중학교.세명초등학교
122000692,23446,래미안강남힐즈
122000693,23471,래미안강남힐즈
122000695,23394,강남한양수자인아파트
122000696,23393,강남한양수자인아파트
122000698,23528,세곡2지구3.4단지
122000699,23454,대왕초등학교
122000701,23538,강남현대힐스테이트에코
122000702,23530,강남더샵라르고오피스텔
122000703,23529,도곡한신아파트
122000712,23983,한남대교(가상)
122000717,23320,고속철도수서역
122000718,23150,고속철도수서역
122000719,23405,세곡문화복지관
122000720,23442,세곡2지구3.4단지
122000724,23489,래미안개포루체하임아파트
122900002,23544,수서역5번출구.이마트앞
122900003,23545,달터공원
122900004,23546,일원역
122900005,23552,삼성서울병원정문
122900006,23558,삼성병원
122900007,23562,한아름아파트.사이룩스오피스텔
122900008,23569,암센터정문
122900010,23575,강남교육청
122900012,23598,도성초등학교앞
122900014,23815,영희초등학교정문
122900015,23818,코엑스동문
122900016,23823,대청초교삼거리
122900017,23857,대치2동주민센터.우래옥앞
122900018,23858,봉은사역.삼성래미안아파트
122900021,23871,수서역
122900022,23872,일원1동주민센터
122900023,23874,일원지구대
122900024,23877,영희초등학교
122900025,23878,삼성서울병원정문건너편
122900026,23880,일원역
122900027,23884,대왕파출소
122900028,23917,영희초등학교후문
122900029,23920,양재역.종합복지관
122900030,23921,양재역5번출구
122900031,23922,삼성역7번출구
122900032,23923,삼성역7번출구
122900033,23925,역삼2동주민센터.래미안그레이튼아파트
122900034,23918,양재역4번출구
122900035,23532,서울의료원후문
122900036,23536,학동역
122900037,23855,노블발렌티웨딩홀
122900038,23741,삼성역
122900039,23883,노블치과.누네안과병원
122900040,23697,동영문화센터
122900041,23738,강남세브란스병원
122900042,23756,역삼청소년수련관.도곡1차아이파크
122900043,23876,동영문화센터
122900044,23856,양재전화국
122900045,23866,LPG가스충전소
122900046,23924,도곡중학교.강남세브란스병원
122900047,23573,영동2교
122900051,23731,영동2교
122900052,23533,구룡마을
122900053,23595,개포동역
122900057,23557,국민은행
122900061,23579,래미안루체하임.일원동맛의거리
122900062,23586,영희초등학교
122900063,23819,일원지구대
122900065,23597,강남우체국
122900066,23600,공무원아파트
122900067,23728,대청역
122900069,23911,중동고등학교
122900070,23543,대왕초등학교
122900073,23993,강남신동아파밀리에2단지
122900074,23995,리엔파크4단지.강남데시앙파크
122900075,23949,은곡마을
122900076,23948,상업지역
122900077,23947,세곡푸르지오
122900078,23946,세곡푸르지오
122900080,23944,세종고등학교
122900081,23941,은곡마을
122900082,23942,상업지역
122900083,23943,강남신동아파밀리에
122900084,23958,리엔파크3단지
122900086,23950,강남스포츠문화센터
122900087,23863,강남구민체육관
122900088,23960,포스코사거리
122900089,23961,서울요양원.강남구립행복요양병원
122900090,23962,LH이편한세상
122900091,23964,강남데시앙포레상가앞
122900092,23970,강남데시앙포레정문
122900093,23969,강남데시앙포레상가앞
122900094,23968,강남더샵포레스트아파트
122900095,23965,강남더샵포레스트아파트
122900096,23963,강남데시앙포레정문
122900097,23972,수서교회.수서동성당앞
122900098,23971,수서교회.수서동성당앞
122900099,23967,강남신동아파밀리에1단지
122900100,23564,암센터후문.장례식장
122900101,23572,신분당선강남역4번출구
122900102,23893,강남신동아파밀리에2단지
122900103,23629,LH이편한세상
122900104,23896,한신휴플러스6단지
122900105,23933,방죽마을입구
122900106,23937,방죽마을입구
122900107,23938,한신휴플러스6단지
122900108,23940,LH이편한세상
122900109,23822,대청초교삼거리
123000001,24001,잠실역.잠실대교남단
123000002,24002,잠실역.잠실대교남단
123000003,24003,석촌호수.한솔병원
123000004,24004,석촌호수.한솔병원
123000005,24005,석촌역
123000006,24006,석촌역
123000007,24007,송파역
123000008,24008,송파역
123000009,24009,가락시장.가락시장역
123000010,24010,가락시장.가락시장역
123000011,24011,문정로데오거리입구
123000012,24012,문정로데오거리입구
123000013,24013,문정법조단지.건영아파트
123000014,24014,문정법조단지.건영아파트
123000015,24015,장지역.가든파이브
123000016,24016,장지역.가든파이브
123000017,24101,천호역.풍납시장
123000018,24102,풍납1치안센터입구
123000019,24105,풍납1동동아한가람아파트
123000020,24106,풍납동신성노바빌
123000021,24107,풍납동씨티극동아파트
123000022,24108,풍납토성
123000023,24109,영파여고.강동구청역
123000024,24110,풍납동극동.쌍용아파트
123000025,24111,풍납중학교
123000026,24112,풍성중학교.잠실올림픽아이파크
123000027,24113,서울아산병원앞
123000028,24114,아산병원동관
123000029,24115,서울아산병원동관
123000030,24116,한강극동아파트
123000031,24119,토성초등학교
123000032,24120,풍납동영어체험마을
123000033,24121,올림픽대교남단
123000034,24123,잠실파크리오아파트상가.올림픽회관
123000035,24124,잠실파크리오아파트앞
123000036,24125,잠실나루역
123000037,24126,잠실진주아파트
123000038,24127,몽촌토성역
123000039,24128,신천동진주아파트
123000040,24129,잠실나루역
123000041,24130,잠실중학교.장미종합상가
123000042,24131,잠실중학교
123000043,24132,잠실역8번출구
123000044,24133,잠실역
123000045,24134,잠실역1번.11번출구
123000046,24135,잠실역9번출구
123000047,24136,송파구청.방이맛골
123000048,24137,잠실역
123000049,24138,잠실역.롯데월드
123000050,24139,잠실5단지
123000051,24140,잠실리센츠아파트앞
123000052,24141,잠실새내역.잠실2동주민센터
123000053,24142,잠실엘스아파트앞
123000054,24143,종합운동장사거리
123000055,24144,잠실종합운동장
123000056,24145,잠실트리지움아파트앞
123000057,24146,잠실역.롯데월드
123000058,24147,갤러리아팰리스
123000059,24148,잠실트리지움
123000060,24149,영동일고레이크팰리스앞
123000061,24150,영동일고트리지움APT정문앞
123000063,24152,잠실트리지움
123000064,24153,잠실119안전센터
123000065,24154,잠실종합운동장
123000066,24155,아시아선수촌아파트
123000067,24156,아주중학교
123000068,24157,종합운동장사거리
123000069,24158,잠실새내역4번출구
123000070,24159,영빌딩앞
123000071,24160,잠실우성4차현대아파트
123000072,24161,잠실우성4차현대아파트
123000073,24162,잠실근린공원.성현교회
123000074,24163,아시아선수촌아파트삼거리.성현교회
123000075,24164,아시아선수촌아파트
123000076,24165,아주중학교
123000077,24166,삼전역
123000078,24167,삼전역
123000079,24168,송파구민회관구의회
123000080,24169,송파구민회관구의회
123000081,24170,삼학사길사거리
123000082,24171,잠실119안전센터
123000083,24172,삼전삼밭나루공원입구
123000084,24173,삼전역.잠실현대아파트
123000085,24174,삼전동현대APT
123000086,24175,삼전동쌍용하이츠빌라
123000087,24176,삼전사회복지관
123000088,24177,배명중고교
123000089,24178,석촌고분역.올림픽병원
123000090,24179,석촌고분역.올림픽병원
123000091,24180,석촌동한솔아파트앞
123000092,24181,석촌동한솔아파트
123000094,24183,삼학사길사거리
123000095,24184,배명중고교
123000096,24185,석촌동남현교회앞
123000097,24186,석촌동남현교회앞
123000098,24187,송파책박물관.헬리오시티
123000099,24188,송파책박물관.헬리오시티
123000100,24189,송파사거리.석촌시장
123000101,24190,송파사거리
123000102,24191,송파역.헬리오시티
123000104,24193,송파여성문화회관
123000105,24194,송파여성문화회관
123000106,24195,송파초등학교.송파동성당
123000107,24196,송파초등학교.송파동성당
123000108,24197,방이동사거리
123000111,24200,송파2동한양아파트
123000112,24201,송파동한양1차아파트
123000113,24202,서울방이동고분군
123000114,24203,송파역
123000115,24204,성지아파트
123000116,24205,송파동삼익아파트
123000117,24206,삼익아파트미성아파트
123000118,24207,송파2동한양삼성아파트
123000119,24208,한양공원
123000120,24209,잠실여고후문
123000121,24210,방이중학교
123000122,24211,한성백제역
123000123,24212,송파나루역.방이시장
123000124,24213,송파나루역.방이시장
123000125,24214,송파나루역
123000126,24215,송파구청.방이맛골
123000127,24216,잠실진주아파트
123000128,24217,올림픽베어스타운아파트앞
123000129,24218,방이초등학교
123000130,24219,방이시장입구
123000131,24220,방이우체국
123000132,24221,올림픽공원남2문
123000133,24222,올림픽공원장미광장
123000134,24223,방이역3번출구대림아파트
123000135,24224,한양 삼익아파트
123000136,24225,방이시장입구
123000137,24226,방이초등학교
123000138,24227,신구블레스밸리앞
123000139,24228,신구블레스밸리
123000140,24229,방이동대림코오롱아파트
123000141,24230,방이동대림코오롱아파트
123000142,24231,올림픽회관
123000143,24232,풍납동극동.쌍용아파트
123000144,24234,서울체육중.고등학교
123000145,24235,둔촌오륜역.서문교회
123000146,24236,서하남IC입구
123000147,24237,효죽동입구
123000149,24239,올림픽공원장미광장
123000150,24240,올림픽공원남2문
123000151,24241,몽촌토성역.한성백제역
123000152,24242,보성중고등학교
123000153,24243,보성중고등학교
123000154,24244,올림픽공원역
123000155,24245,올림픽공원역
123000156,24246,올림픽공원테니스장
123000157,24247,올림픽선수촌아파트
123000158,24248,방이역
123000159,24249,오금동현대아파트
123000160,24250,오금공원앞
123000161,24251,오금동상아아파트
123000162,24252,보인고교.오금동삼성아파트
123000163,24253,송파사회복지관.성요셉성당
123000164,24254,거여초등학교
123000165,24255,거여초등학교
123000166,24256,송파참병원
123000167,24257,송파참병원
123000168,24258,신흥기업입구
123000169,24259,신흥기업입구
123000170,24260,송파레미니스후문
123000171,24261,송파레미니스후문
123000172,24262,오금공원사거리
123000173,24263,오금공원사거리
123000174,24264,오금동대림아파트
123000175,24265,오금동대림아파트
123000176,24266,송파도서관
123000177,24267,우창아파트
123000178,24268,오금동사거리
123000179,24269,오금동사거리
123000180,24270,거여역
123000181,24271,거여역현대아파트
123000182,24272,체육문화회관
123000183,24273,거여역2번출구
123000184,24274,송파사회복지관.성요셉성당
123000185,24275,거여아파트단지앞
123000186,24276,거여역종점
123000187,24277,거여역종점
123000188,24278,한서교통종점
123000189,24279,종점
123000190,24280,비호아파트
123000192,24282,마천1동주민센터
123000193,24283,마천2동주민센터
123000194,24284,거여역3번출구.현대2차아파트
